protektorat,保护国,「protectorate」＝保護国。中国語では「保护国」の形が一般的。,「保」「护」「国」は政治・国名などでも多用される要素。
diktator,独裁者,「独裁＋者」で「独裁者」。中国語でも定訳的。,"「独」「裁」「者」は autokrat, diktat 等の語にも流用可能。"
tiran,暴君,「tyrant」の意味で中国語では「暴君」が通例。「専制君主」などもあるが、簡便性で「暴君」に。,「暴」「君」は後の君主関連と併用が効く。
despot,专制君主,「despot」＝「専制君主」。中国語では「专制君主」「暴君」など複数表現あるが、ここでは前者を採用。,「专」「制」「君」「主」は他の autokrat (专制者) 等と重複利用可能。
aŭtokrat,专制者,「autocrat」＝「専制の支配者」。独裁者に近く、中国語では「专制者」。,「专」「制」「者」はすでに複数回登場、学習コストを抑えられる。
imperi,帝国,「empire」＝「帝国」。,「帝」「国」は imperialism(帝国主义) でも再利用見込みが高い。
imperialism,帝国主义,「帝国主義」。中国語でも「帝国主义」が定訳。,「帝」「国」「主」「义」は既出文字の組合せ。
monarĥi,君主制,「monarchy」。中国語の「君主制」が相当。,「君」「主」「制」は despot 等にも登場済みのため重複利用可能。
monarki,君主制,綴り違いの同義語根なので、同じ「君主制」で統一。,新規要素なし。
aŭtokrati,专制政治,「autocracy」＝専制政治。中国語では「专制政治」「专制统治」などが用いられる。,「专」「制」「政」「治」は既出の組み合わせ。
teokrati,神权政治,「theocracy」＝神権政治。中国語では「神权政治」が一般的。,「神」「权」「政」「治」は既出要素との組合せ。
aristokrati,贵族政治,「aristocracy」＝貴族政治。中国語で「贵族政治」と表現可能。,「贵」「族」「政」「治」は今後の他語にも応用できる。
ateism,无神主义,無神論。標準訳「无神论」もあるが、本リストは「～主义」をイデオロギーに統一するため「无神主义」として提案。,「无」「神」「主」「义」はすべて既出や類似要素(神)の組合せで学習コストを抑制。
ateist,无神论者,「無神論者」の中国語表現。単に「无神」よりも「无神论(者)」のほうが、宗教否定の立場であることが明確,"「无」「神」「论」「者」は他の""～主义者""系とも類似構造を持つため、学習コストはそれほど高くない"
nihilism,虚无主义,中国語で「ニヒリズム」は「虚无主义」が一般的,「虚」「无」「主」「义」はよく使われる要素(虚=空、无=ない、主=主、义=義(理念))
nihilist,虚无主义者,「ニヒリスト」を中国語で表現するときは「虚无主义者」,「者」は「～な人」を示す共通要素
racional/ism##,理性主义,「合理主義」「理性主義」に相当。「理性主义」は中国語で「rationalism」の定訳,「理」「性」「主」「义」はすでに他語根でも登場する可能性がある要素
racional/ist##,理性主义者,「合理主義者」「理性主義者」に相当,"「者」で""人""を表すのは他と同様"
pacifism,和平主义,「平和主義」は中国語で「和平主义」が定訳,「和」「平」「主」「义」などは既出・今後も繰り返し登場しうる要素
pacifist,和平主义者,「平和主義者」＝「和平主义者」,"「者」で""人""を表す"
meĥanism,机制,「メカニズム(機構・仕組み)」を指す場合、中国語では「机制」が一般的,「机」「制」は比較的画数も少なく、他の単語(机械など)とも関連
mekanism,机械,「メカニズム」のうち、機械的構造・機器寄りのニュアンスを強調するなら「机械」(「机械原理」など)がしばしば用いられる,「机」は先の「机制」と共通
kemi,化学,「化学」は日中ともに同じ表記で意味が明確,「化」「学」は非常に頻出する要素で学習優先度も高い
ĥemi,化学,「kemi」と同義(エスペラントにおける ĥ→k の歴史的経緯)なので同じ「化学」を付与,同上
dinamik,动力学,"「力学」の中でも特に""動力学""""力の働きや変化""に着目した分野をイメージ。「ダイナミクス(dynamics)」に対応",「动」「力」「学」は画数も比較的少なく再利用しやすい
meĥanik,力学,「メカニクス(mechanics)」。物理学分野での力学を指す標準的訳語,「力」「学」は既出
mekanik,力学,上記と同義扱い。エスペラントでは「meĥanik / mekanik」ともに力学を指すので、同じ「力学」を割り当て,同上
faksimil,传真,「ファクシミリ」は中国語で「传真(機)」と言うのが一般的,「传」「真」はセットでFAXを連想しやすい
feminism,女权主义,「フェミニズム」は中国語では「女权主义」(女性の権利主義)が定訳,「女」「权」「主」「义」は把握しやすい
feminist,女权主义者,「フェミニスト」は「女权主义者」,"「者」を付与して""人""を表す"
maksim,格言,「金言」もありうるが、中国語圏では「格言」がより一般的・通用度が高い,「格」「言」は名言や警句にも通じる表現
etim,词源,エスペラントで「etimo」は単語の語源(原義)を指す。「词源」が「etymon」「語源」に近い,「词」「源」は語彙学習で頻出
prism,棱镜,プリズムは「棱镜」が定訳,「棱」「镜」は光学実験などでも出現頻度が高め
gotik,哥特,建築様式「ゴシック」は中国語で「哥特式」と表されることが多い。ここでは略して「哥特」,「哥」「特」は音訳系表現で、日中ともに「ゴシック」を連想しやすい
grotesk,怪诞,「グロテスクな」を表すには中国語では「怪诞」が一般的,「怪」「诞」は怪異・奇抜を示す語として認識しやすい
plastik,造型,造形術(立体物の創作)を指す場合、中国語では「造型(艺术)」などと言う,「造」「型」は造形・製作関連で再利用可能
formul,公式,数式や書式のフォーマットも含め、「公式」は中国語で「formula」に最も直結,「公」「式」は計算式や表記法でも頻出
form,形,形状・フォルムの意。「形」は日中でほぼ同意,画数も少なく、学習コストは低め
figur,形,「形」は「形状」「形態」などの語から「外形・輪郭・図形」のイメージを連想しやすく、画数も比較的少ない。,単独1文字。日本語の「形」、中国語の「形(形状)」として互いに意味をつかみやすい。
politik,政,「政治」を直接連想する代表的な字。日本語「政治」、中国語「政府/政治」など、「政」で政治的なニュアンスを十分に表せる。,既出なしの新規1文字だが、日本人・中国人ともに馴染み深い字。
taktik,术,中国語「战术(戦術)」の「术」で、軍事的な戦術や具体的な戦法・スキルを示す。,画数が少なく(4～5画程度)、簡潔。「策略」の「略」と区別することで「戦術」と「戦略」を分けやすい。
strategi,略,中国語「战略(戦略)」の「略」。同じく「省略」「略図」など「大枠の構想・方針」を連想させる。,新規1文字だが、「术」と合わせて「战术(戦術)」「战略(戦略)」という対応がわかりやすい。
statistik,统计,中国語で「統計」を意味する一般的な熟語。日本語「統計」に近い。1文字では表しにくいため2文字を採用。,"「统」「计」いずれも比較的画数は多くない(「统」は糸偏＋充, 「计」は言偏/讠＋十)。"
financ,财,「財(富)」「財務」「財政」など、「お金・財政・金融」の連想が強い単字。,1文字で済むので学習コストを抑えられる。日本語圏でも「財」の簡体字とわかりやすい範囲。
ekonomi,经济,中国語で「経済」を示す標準的な熟語。「経」「済」のどちらか1文字ではカバーしにくいので2文字を採用。,合計2文字。「経済」のイメージが日中双方で共有しやすい。
scienc,科学,中国語・日本語ともに「科学」を指す熟語として定着。1文字「科」や「学」だけではやや不十分。,「科」「学」は頻出文字。すでに他語根でも「学」を再利用予定があり、学習負担を下げられる。
erudici,博学,「博学」は「広い知識・博識」を表し、中国語・日本語どちらも同様の意味。,2文字だが「学」は既出(科学など)再利用。「博」は新規。
skolastik,经院,中国語で中世「经院哲学(スコラ哲学)」を指すときの略語的要素。「経院哲学」の核心部分を2字に短縮。,「经」は「经济(経済)」で既出の文字と同形(簡体)、新規は「院」のみ。
filozof,哲人,「哲人」は「賢人・哲学者」の意味を持つ熟語。日中ともに「哲人」で「哲学者的な賢者」を連想しやすい。,「哲」は新規だが「人」は基本字。
filozofi,哲学,「哲学」は日中共通で通じる標準表現。,「哲」は前項で既出。「学」は「科学」等で既出。
pedant,学究,中国語にも日本語にも「学究」は「学問バカ」「学者ぶった人」というやや古風な含意があり「pedant」に近い。,「学」は既出。「究」は新規だが常用。
metafizik,形而上学,日中で「形而上学」が標準の訳語(メタフィジカ/形而上学)。省略が難しいため4文字を採用。,「形」は既出(figur)。新規は「而」「上」「学(再利用)」。計4文字だが、うち2文字は既出。
katekiz,教理,「カテキズム(教理問答)」を指す代表的な2文字表現。,「教」「理」は新規だが、他の宗教関連語で使う可能性がある。
kateĥiz,教理,上と同義の語根。同じ割当で区別なし。,同上。
stoik,坚忍,「stoic(ストア学派のような禁欲的・我慢強い姿勢)」を連想する2字熟語。日中ともに「堅忍」「坚忍」は「苦難にも耐え抜く」含み。,2文字とも新規だが、意味は把握しやすい。
dogm,教条,中国語「教条(教条主义)」、日本語「教条」で「ドグマ」(宗教的・硬直的な教義)に相当。,「教」は15で既出。「条」は新規。
ism,主义,中国語で「主義」を意味する最も標準的な2文字。,「主」は基本字、「义」は新規(簡体の「義」)。
doktrin,学说,中国語「学说」は「学説・学理・理論・教説」の意味を広く含み、「doktrin」をカバーしやすい。,「学」は既出、「说」は新規。
stenografi,速记,中国語で「速記」を意味する一般的な熟語。日本語「速記」にも近い。,「速」は新規(やや画数多め)、「记」は「言偏＋己」で5画と少なめ。
sintaks,句法,中国語で「句法」は「文の構文・統語法」を指し、syntaxに近い。,「句」は新規(5画)、「法」は後述でも再利用予定。
gramatik,语法,中国語で「文法」を意味する最も代表的な表現。,「语」は新規(言偏＋五)、画数は比較的少なめ。「法」は22と同じ。
retorik,修辞,中国語「修辞」は「修辞学・レトリック」に対応する一般的表現。日本語の「修辞法」とほぼ同義。,2文字とも新規だが、他の言語学関連語で再利用の可能性あり。
ortografi,正字法,中国語で「正字法」は「正しい文字の書き方」を示す専門用語。日本語「正字法」と同系。,「正」「字」「法」の3文字。「法」は既出(句法・语法)なので新規は「正」「字」のみ。
interpunkci,标点,標準的な「句読点」の意味合い,単独1文字では難しく2文字「标点」が中国語圏で広く通用
stil,文体,「文体・スタイル」を直接表し、日本語・中国語ともに把握しやすい,「文」「体」はどちらもよく使われる常用字
ideografi,表意,「表意文字方式」の核心を2文字で簡略化,1文字「意」では曖昧なので「表意」を採用
liter,字母,「文字（アルファベット）」を端的に示す標準表現,1文字「字」では意味が広すぎるため2文字に
alfabet,字母表,アルファベット全体を示す標準表現,「字母」と「表」の組合せで意味が明確
aforism,格言,警句・アフォリズムを表す一般的表現,「警句」より画数が少なく、日本語でも通用
epigram,警句,機知に富む短い警句のニュアンス,既出「格言」と近義だが、別の2文字を割り当て区別
siluet,剪影,「シルエット」を表す最も一般的な語,「影」は既知語だが「剪影」が定着した表現
spektr,光谱,物理用語「スペクトル」の定訳,単独1文字は困難、2文字で簡潔に対応
helic,螺旋桨,「プロペラ」の標準表記,「螺旋(らせん)」＋「桨(かい)」で構造を示す
spiral,螺旋,「らせん」そのものを表す常用語,前項と字を部分的に共有
cikl,周期,「サイクル」を意味する最も直接的な語,同一の概念として日中とも馴染みがある
period,周期,「周期・期間」の意。前項と同一語を転用,新規漢字を増やさず学習コストを抑制
procesi,行列,宗教行列・行進を表し得る,「処理」との区別のため、本来の「行列」を優先
vic,列,単純に「列・行・隊列」,1文字で明解、学習コスト低
seri,系列,「連続・シリーズ」を指す一般的表現,既出「列」を再利用、「系」は新規
spec,类,「種類・種別」を示す1文字,「种类」を縮約し学習コスト低減（画数10）
klasifik,分类,「分類」そのもの,「类」を再利用しつつ「分」を追加
klas,班,「クラス（集団）」を短縮化,社会的「階級」より学校等の「班」イメージで簡略
kategori,类别,「カテゴリー」の訳として一般的,「类」を再利用、「别」を新規追加
sistem,体系,「システム・体系」を指す,「体」「系」いずれも既出(※文体・系列で使用)
reĝim,政体,政治の仕組みとしての「政体・レジーム」,「体」は再利用、「政」は新規
ord,顺序,「順序・秩序」を指す常用語,新規は「顺」「序」だが広く認知
hierarki,层级,「階層・ヒエラルキー」を表す常用表現,「层」「级」共に新規だが2文字で要領よく表す
net,清稿,清書（きれいな下書き・最終稿）の意,「清」は常用、「稿」はやや画数多だが用例的に無難
manuskript,稿,「稿」は「原稿・草稿」を表し、中国語でも「稿件」などで「下書き・原稿」を意味する,新規割当
kajer,册,ノート(练习本・笔记本)に近い小冊イメージ。「小册子」にも使われる「册」を流用,新規割当
broŝur,册,小冊子(小册子)のイメージに合致。同上の「册」を使い回し,既出「册」
arkiv,档,「档」は「档案(公文書・記録)」を表す。古文書(=アーカイブ)にも近い,新規割当
arĥiv,档,"4)と同義の""アーカイブ""ゆえ同字「档」を再利用",既出「档」
paper,纸,紙(紙)の直訳。「纸」は日本語「紙」と同源で分かりやすい,新規割当
dokument,档,文書全般→「文件」「公文」等に使われる「档」に集約,既出「档」
registr,录,"登録・記録(记录)の""記録""にあたる部分。中国語「登录」「记录」などの「录」",新規割当
protokol,录,"議事録(会议记录=""会议纪要"")などの「～録」に相当。「录」を再利用",既出「录」
etat,表,"明細書(明细表)＝""表""形式で項目を並べるイメージが強い",新規割当
faktur,单,"仕切書(請求書・発票)→「账单」「发票单」等に含まれる""单""を流用",新規割当
album,册,アルバム(影集・画册・集邮册)→小冊・綴じ物のイメージで「册」,既出「册」
volum,卷,"巻(书卷, 卷册)に対応。巻物や""～巻""の概念の「卷」",新規割当
libr,书,本を指す最も基本的な字。「书」は日本語「書」と同源,新規割当
ekzempler,册,一冊(一部)の意→「一册」(一册书など)の感覚で「册」を再利用,既出「册」
cirkuler,单,"回覧状(传单/通知单)のイメージ。チラシ(传单)の""单""を流用",既出「单」
prospekt,册,"内容説明書(小册子, 说明册等)→小冊子イメージで「册」再利用",既出「册」
sinoptik,略,"概要・要約=""略""の概念(概要=简要/大略など)。あえて単字「略」",新規割当
menu,单,"メニュー(菜单)→""菜单""の後半「单」を活用",既出「单」
katalog,录,目録(目录)の「录」を抽出し、既存の「录」に集約,既出「录」
tabel,表,一覧表(一览表)、表形式→「表」が最適,既出「表」
list,单,一覧表(清单/列表)の「单」を流用,既出「单」
telegram,电,"電報(电报)の略記→""电""(電気・電話・電報 いずれも頭文字""电"")",新規割当
orografi,山,山岳誌(山岳・地形)。山のイメージは「山」が最も端的,新規割当
forum,坛,フォーラム(论坛)の後半字「坛」(壇)。議論の場を示す,新規割当
revu,刊,「雑誌」「刊行物」「定期刊行」などのニュアンスを1文字で比較的表しやすい。「期刊」(2文字)よりも簡潔。,既出文字の中でも画数が少なく(5画)、日本語で「刊行」「朝刊」などに見られる漢字なのでイメージしやすい。
gazet,报,中国語の「报纸」(新聞)から取り、新聞・雑誌系のニュアンスに近い。,すでに「報(报)」は日本語の「報道」「情報」などに通じる字で、イメージがつかみやすい。
ĵurnal,报,「gazet」と同様、新聞（報紙）を連想できる漢字を使い回す。特に「日报」は「日刊新聞」の意味を持つため。,「gazet」と同じ字を使い回すことで、偏旁総数を増やさない。
litani,连祷,中国語で「連禱式」を指す標準的な言い方に近い。「祷」は「祈る」ニュアンスを持つ。1文字では意味を補足しにくいため2文字割当。,やや画数は多い(「连」7画＋「祷」10画=17画)が、他に簡潔な表記が存在しないため妥協。
rozari,念珠,カトリックのロザリオも漢語圏では「念珠」と呼ばれることがあり、仏教の数珠と同様、珠をつまぐる道具のイメージで共通性がある。,「念」(8画)と「珠」(10画)の2文字。いずれも日本語圏でも馴染みのある漢字。
recitativ,宣叙调,中国語で「レチタティーヴォ(叙唱)」は「宣叙调」が定訳。1文字に集約できる表現が無いため3文字。,画数多め(「宣」9画、「叙」9画、「调」9画)だが、専門用語であるため割り切って割当。
repertuar,曲目,「レパートリー」を「曲目」と表すのは中国語でも一般的(演奏曲目)。2文字ながらシンプル。,「曲」(6画)、「目」(5画)で比較的少画数。「曲」は音楽関連語根にも流用可能。
prelud,前奏,「前奏(曲)」は中国語でも「前奏」と略すことが多い。,「前」(9画)、「奏」(9画)でやや多めだが、双方とも日本語にも馴染み深い。
simfoni,交响乐,「交響曲」を中国語では「交响乐」と呼ぶのが一般的。,3文字だが、音楽分野の代表的単語なので受容度は高い。画数は「交」(6画)＋「响」(9画)＋「乐」(5画)=20画。
uvertur,序曲,中国語の「序曲」はそのまま「オーヴァーチュア」の訳語として使われる。,「序」(7画)＋「曲」(6画)=13画。音楽用語であり、「曲」を再利用。
partitur,总谱,「総譜」(フルスコア)は中国語では「总谱」と表すのが一般的。,「总」(9画)＋「谱」(13画)=22画。専門用語であるため、やむを得ず2文字。
sonet,十四行诗,ソネットは中国語で「十四行诗」が定訳。,4文字(合計21画)とやや多いが、詩形を示す固有名詞のため妥協。
sponde,,古典詩の韻律用語「長長格(揚揚格)」など、定訳が非常にマイナーであり、簡潔な漢字・熟語が見当たらないため今回は割当を見送る。,必要な方は個別に学習する形とする。
bard,吟游诗人,中国語の「吟游诗人」は「吟遊詩人」と同義。,4文字でやや長めだが、「诗人」は既出。「吟」「游」も日本語で意味が推測しやすい。
balad,民谣,中国語で「バラッド」を表す場合、「民谣」は比較的広義に使われる。,2文字(「民」5画 +「谣」9画=14画)。意味も直感しやすい。
himn,圣歌,「賛美歌」に近く、教会音楽的なニュアンスの中国語訳として「圣歌」(聖歌)が簡潔。,「圣」(5画)＋「歌」(14画)。常用であり、応用範囲も広い。
psalm,圣诗,「聖詩(psalm)」としての標準的な表現。「诗」は詩歌の詩。,"「圣」(5画)＋「诗」(8画)=13画。「圣」は上記の""hymn""で既出。"
kanzon,歌,"イタリア歌曲/シャンソンなど、広義に""歌""を示す字を使い回し。",既に「圣歌」で登場済みの「歌」を再利用。
strof,节,「詩の節」「連」などを表すとき、中国語で「节」は「段落」「節」のニュアンスもあり簡潔。,5画で比較的少ない。日本語の「節」と同源なので連想しやすい。
proz,散文,中国語・日本語ともに「散文」が定訳。1文字化は困難。,「散」(9画)＋「文」(4画)=13画。標準的な用語。
epope,史诗,中国語の「史诗」は「叙事詩」「大作詩」を示す。短く分かりやすい。,「史」(5画)＋「诗」(8画)=13画。
lirik,抒情诗,「抒情詩」「叙情詩」に当たる中国語として「抒情诗」が定訳。,「抒」(7画)＋「情」(11画)＋「诗」(8画)=26画。やや多いが専門用語ゆえ割当。
poet,诗人,「詩人」を意味する最も簡潔な漢字2文字。,「诗」(8画)＋「人」(2画)=10画。「诗」は既出なので馴染みやすい。
poem,诗,中国語・日本語ともに「詩」。1文字で詩を表し、極めてシンプル。,既出文字なので新規学習不要。
vers,诗句,「詩句」「詩の行」を表す際に使われる表現。,「诗」(既出)＋「句」(5画)=合計13画。
poezi,诗,「詩」に相当。単独で「詩歌」の意味を含むため簡潔,画数(8画)も比較的少なく、日本語圏でも連想しやすい
idili,牧歌,牧歌＝田園的・牧歌的な詩の意が明瞭,既出の「歌」と同じく日本語圏でも理解しやすい
elegi,哀歌,哀歌＝嘆きの歌・挽歌の意を直接表現,「哀」「歌」とも比較的学習しやすい常用字
eklog,牧歌,2)と同義の牧歌的詩のため同じ「牧歌」を再利用,重複割当により学習コストを抑制
prozodi,韵律,「prosody」に対応。中国語では「韵律」が定訳,「韵」「律」はやや画数があるが意味が明確で再利用価値も高い
antologi,选集,"「選集」が中国語で一般的な""アンソロジー""の訳",既出の「选」は後述(21)でも用いるので学習コスト削減にも寄与
literatur,文学,「文学」が最も直截的,「文」「学」はともに基礎的な漢字で、日本語圏にも通じる
beletr,美文,「美しい文章」という意味合いを端的に示せる,「美」「文」とも頻出字で学習しやすい
beletristik,美文学,8)をやや専門的・学術的に広げた形,「美」「文」「学」は既出の組み合わせなので学習負担が増えにくい
leksikon,词典,「語彙事典」→中国語では一般に「词典」が近い,「词」「典」いずれもよく使う字で、他語への応用可能
enciklopedi,百科,「百科(全书)」の略称として広く通じる,"字数を抑えながら""百科事典""の意をカバー"
etim/olog##,,語根ではない(#付き)ため今回は割当を見送り,
etimologi##,,同上,
hieroglif,象形文字,ヒエログリフは「象形文字」の意味が一般的,4文字とやや長いが認知度が高い表現
grafologi,笔迹学,筆跡学＝文字の書き方から性格などを分析する学問,「笔」「迹」「学」は比較的基本的な構成
filologi,文献学,philologyの主要訳が「文献学」,「文」「献」「学」はいずれも他分野で頻出のため再利用も可能
bibliografi,书目学,書誌学の意。「书目学」が中国語圏で比較的通用,「书」「目」「学」いずれも基本要素でまとめやすい
apolog,寓言,「apologue」は寓話・教訓談の意味で「寓言」とほぼ重なる,二字でまとまり、意味の想起も容易
logogrif,字谜,文字を使った判じ物(言葉遊び)なので「字谜」,簡潔かつ「谜」は他の謎解き系単語でも応用できる
silogism,三段论,三段論法の定訳として「三段论」,3文字ながら論理学用語として認知度高
krestomati,选本,模範的な詩文を集めた読本＝「选本」などが近い,「选」は6)との重複利用
korne,角膜,解剖学用語で中国語でも「角膜」が標準,二字で、医療分野でも通用性が高い
retin,视网膜,網膜＝中国語では「视网膜」が一般的,3字だが、医学標準用語として定着している
membran,膜,「膜」は単独でも「膜＝membrane」の意が明快,1文字で完結し、学習コストが低い
diafragm,横隔膜,解剖学で「横隔膜」が日中双方に通じる表現,やや画数は多いが、最も標準的な名称
lorn,单筒镜,"「単眼の小型望遠鏡（spyglass, monocular）」的なニュアンスを表すため、「単筒(=シングルチューブ)＋镜(=見る器具)」を組み合わせました。","「单」「筒」「镜」は後述の binokl, kalejdoskop, spegul 等でも再利用する可能性がある漢字です。"
teleskop,望远镜,"中国語で「望远镜」は""遠くを見る器具""として最も一般的な望遠鏡の名称。日本語圏の人にも「望遠鏡」とほぼ同形で通じます。",「望」「远」「镜」はすでに「镜」を別項目(spegul等)で使う見込みがあり、やや画数は多めですが直感的には分かりやすい語。
binokl,双筒镜,中国語で「双筒望远镜」とも言いますが、もう少し短く「双筒镜」でも「二つの筒からなる見る装置」という意味で通じます。,「双」「筒」「镜」は上記とも共通し、追加の漢字学習コストを抑えられます。
kalejdoskop,万花筒,"中国語・日本語でともに「万華鏡」は「万花筒」の表記が定番（繁体字では「萬花筒」）。直観的に""いろいろな花が万華鏡の中に見える""イメージが伝わりやすいです。",「万」「花」「筒」はある程度頻度が高く、他の語根（binokl等）とも「筒」の字を共有できます。
miop,近视,中国語で「近視」は「近视」。日本語でも「近視」と書くので、両言語で理解しやすい表現。,「近」「视」はそれぞれ常用漢字であり、日本語話者にも比較的なじみがあります（「視」の簡体字が「视」である点に注意）。
okul,眼,"中国語で「眼睛」の略、または「眼」単体で""目""を指し示す用途が多いです。画数は多め（11画）ですが、日本語の「眼」と同形。",「眼」は「瞳孔」「眼科」など、今後も派生語の中核として使いやすい。
pupil,瞳孔,"「瞳」だけでも""ひとみ""を表しますが、中国語では「瞳孔」がより専門的で明確。2文字になりますが誤解を避けるためにこちらを選択。",「瞳」はやや画数多め（17画）ですが、医学用語としては納得しやすい。
spegul,镜,"中国語の「镜」＝日本語の「鏡」。最もストレートに""鏡""を指す一文字。",光学関連の道具（望远镜など）にも「镜」が含まれるため、他の語根との関連付けがしやすい。
lens,镜片,"レンズを中国語で端的に言うと「镜片」（直訳すると""鏡の片(ガラス)部分""）。一文字でレンズを表す字は存在しないので、2文字熟語としました。","「镜」は既出。「片」は""かけら・薄片""を表す常用漢字なので今後も流用可能。"
radi,光,"""放射線の線""という意味合いであれば「射线」も考えられますが、より広い意味の""放射・光線""をコンパクトに表すなら「光」が便利。",「光」は画数が少なく、日本語でも常用。
radiator,散热器,自動車などの「ラジエーター」は中国語で「散热器」が一般的。,「散」「热」「器」はそれぞれ汎用度が高く、他の機械関連語でも出てくる可能性があります。
semafor,信号,"腕木式などの特定の信号機を指すなら長めの言い方もありますが、ここでは""信号・合図""として分かりやすい「信号」を仮割り当て。",「信」「号」ともに頻出の常用漢字。
fonograf,留声机,古い蓄音機を中国語では「留声机」。日本語訳でも「留声機」という表記が通じる場合あり。,「留」「声」「机」はいずれも比較的よく出る漢字。
gramofon,留声机,"上記 fonograf と同じく、中国語で「留声机」は""音を留める機械""として総称的。",同上。重複利用可能。
kartograf,制图师,"""地図製作者""は中国語で「制图师」が分かりやすい（直訳: ""図を作る専門家""）。",「制」「图」「师」は後述のcartografiなどとも部分的に重複可。
atlas,地图册,"""地図帳""を中国語で端的に言うと「地图册」。",「地」「图」「册」はいずれもよく使う字。
skem,图,"「図表」「図式」「模式図」など幅広く""スキーム（図解）""を表すなら、とりあえず「图」一字が最も汎用的。","「图」は map, kartograf などとも絡む重要漢字。"
map,地图,現代中国語で地図は「地图」が基本。,「地」「图」は上記とも重複可能。
kartografi,制图,"""地図製作法""""製図法""の意なら、中国語では「制图」あるいは「制图学」など。ここでは2文字に簡略化。",「制」「图」は既出。
horoskop,星象,"""星占いの図""というニュアンスを簡潔にまとめて「星象」(星の様子・星の配置)としました。より日常的には「星座运势」(星座運勢)なども使われるが4文字なので省略。",「星」「象」は占星術(21)や天文学(23)とも関連可。
astrologi,占星术,中国語で占星術は「占星术」が一般的。「占星」(2文字)でも通じるが、より専門的に「～術」を付けた形。,「占」「星」「术」はいずれも画数がそれほど多くはない。
astr,星,"""天体""""星""を指す最も基本的な一文字として「星」。","他の派生語(占星, 星象, 天文学など)と結びつけやすい。"
astronomi,天文学,中国語の「天文学」は日本語の「天文学」と同形で直観的。,「天」「文」「学」はいずれも初級レベルの常用字で、派生用途も広い。
kosmogoni,宇宙起源论,"""宇宙の生成・起源を論じる学説""という意味で、中国語では「宇宙起源论」のように表現されることが多い。","4文字で少し長めですが、「宇」「宙」は宇宙関連で再利用可。「论」は""論""の簡体字。"
kosmograf,宇宙学,"""宇宙形状誌学""に近い分野は現代では概ね「宇宙学」(cosmology) と重なるため、ここでは簡潔に。",「宇」「宙」「学」はすでに他の天文関連語や「论」とも関連。
kosmografi,宇图,「宇」(宇宙)＋「图」(図・描写) で「宇宙の記述」として直感的にまとめました。,本リスト内で「图」は後述の地図・記述要素の簡略形としても利用可。
geografi,地理,"中国語で「地理」はそのまま""地理学""を意味し、日本語話者にも馴染みがある。",「地」(土へん)は今後の「geo～」にも使える汎用性あり。
geologi,地质,"中国語で「地质」は""地質""を表す標準的表記。",「质」(質の簡体字)は日本語圏でも意味は推察可能。
geodezi,测地,本来は「大地测量学(測地学)」だが、短縮して2文字とした。,「测」(測の簡体字)は計測や観測などでも用いられ、今後の再利用が可能。
topografi,地形,"中国語で「地形」は""地形学""・""地勢""などを大まかに包含し、日本語でも意味を推察しやすい。",「形」は比較的画数が少なく、他の派生語にも使い回し可能。
geometr,几何家,"「几何」は""幾何学(geometry)""を指し、「～家」は専門家・学者を示す漢字。","「几何」はそのまま""幾何学""の意なので、両言語圏で理解しやすい。"
geometri,几何,"""幾何学""を簡略化。中国語で「几何」単独でも""幾何学""を指すことが多い。",既出「几何」をそのまま流用。
meteor,气象,「大気現象」としての「気象」を優先。「流星」は範囲が狭く、ここでは大気全般を表す「気象」が適切。,「气」(気の簡体字)は「気候」「天气」などにも展開しやすい。
meteorolog,气象学家,"""気象学者""を中国語で言うなら「气象学家」が一般的。",すでに「气象」「学」「家」は複数回登場予定で再利用可能。
meteorologi,气象学,"""気象学""をそのまま表現した形。",こちらも既出要素の組み合わせ。
veter,天气,"中国語で""天気""は「天气」が基本。日本語話者にも直感的に通じる。",「天」「气」はともに他単語でも多用される。
klimat,气候,"中国語でも「气候」は""気候""の意味。日本語話者にも分かりやすい。",「気候」は頻用表現。
metronom,节拍器,"中国語で""メトロノーム""は「节拍器」が標準。日本語での""拍子計""にも近く意味が取りやすい。",「器」は他の計測器でも再利用。
kronometr,计时器,"""時間を計る装置""＝「计时器」が分かりやすい。中国語でクロノメータの直訳にも近い。",「计」は計測用語として他でも多用。
manometr,压力计,"中国語で""圧力計""は「压力计」が一般的。",既出の「计」を活用。
dinamometr,测力计,"""動力計・測力計""として中国語で「测力计」が通用する。",「测」＋「力」＋「计」で既出要素を再組み合わせ。
areometr,比重计,"""比重計""は中国語で「比重计」と呼ぶのが一般的。",「计」はおなじみの計測要素。
higrometr,湿度计,"""湿度計""に相当。中国語でも「湿度计」で通じる。",「湿」「度」「计」いずれも計測関連で使われやすい漢字。
pilk,球,"""ボール(遊び用)""は中国語で一般に「球」と言えば通じる。",後続の「glob」「sfer」と同じ字にして、学習負荷を下げられる。
bul,团,"""かたまり・塊""は中国語で「团」(団)が最もシンプル。",「球」との区別をつけたいので、あえて「团」を採用。
glob,球,"""球体・グローブ""という意味が強いため、再び「球」。",19番同様で重複割当による学習効率化。
sfer,球,数学的な「sphere」も「球」で十分に対応可能。,同上。すでに登場済み。
disk,盘,"""円盤""を最短で表すなら、中国語の「盘」(簡体字)が分かりやすい。",単体字ゆえ画数も比較的少なく済む。
